NB1TN1 Raw Average Tension kg,NB2TN1 Raw Average Tension kg,NB1TN2 Raw Average Tension kg,NB2TN2 Raw Average Tension kg,V1 CMG °,Seq
28517.4,26263.3,36482.4,38694.2,316.36, Te
27071.7,25606.7,35877.5,38081.2,316.27, Te
