(G1S1 Position) - (G1S2 Position) m,(G2S1 Position) - (G2S2 Position) m,(G3S1 Position) - (G3S2 Position) m,(G1 Position) - (G2 Position) m,(G2 Position) - (G3 Position) m
11.02,10.62,10.51,49.95,50.43
