V1 SMA m,G1 SMA m,G2 SMA m,G3 SMA m,NB1 SMA m,NB2 SMA m,S01 SMA m,S02 SMA m,S03 SMA m,S04 SMA m,S05 SMA m,S06 SMA m,S07 SMA m,S08 SMA m,S09 SMA m,S10 SMA m,S11 SMA m,S12 SMA m,S01T01 SMA m,S02T01 SMA m,S03T01 SMA m,S04T01 SMA m,S05T01 SMA m,S06T01 SMA m,S07T01 SMA m,S08T01 SMA m,S09T01 SMA m,S10T01 SMA m,S11T01 SMA m,S12T01 SMA m,S01T16 SMA m,S02T16 SMA m,S03T16 SMA m,S04T16 SMA m,S05T16 SMA m,S06T16 SMA m,S07T16 SMA m,S08T16 SMA m,S09T16 SMA m,S10T16 SMA m,S11T16 SMA m,S12T16 SMA m,S01T31 SMA m,S02T31 SMA m,S03T31 SMA m,S04T31 SMA m,S05T31 SMA m,S06T31 SMA m,S07T31 SMA m,S08T31 SMA m,S09T31 SMA m,S10T31 SMA m,S11T31 SMA m,S12T31 SMA m,TB1 SMA m,TB2 SMA m,TB3 SMA m,TB4 SMA m,TB5 SMA m,TB6 SMA m,TB7 SMA m,TB8 SMA m,TB9 SMA m,TB10 SMA m,TB11 SMA m,TB12 SMA m
0.75,0.88,0.86,0.86,0.96,1.05,0.99,0.97,0.97,0.99,0.98,1.03,1.01,1.04,1.02,1.17,1.0,1.01,1.0,0.97,0.97,1.0,0.99,1.04,1.02,1.06,1.03,1.2,1.01,1.02,1.61,1.58,1.55,1.55,1.53,1.53,1.53,1.54,1.54,1.56,1.59,1.64,1.21,1.11,1.05,1.24,1.03,1.02,1.01,1.02,1.04,1.05,1.1,1.38,1.21,1.11,1.05,1.24,1.03,1.02,1.01,1.02,1.04,1.05,1.1,1.38
