V1 - G1 DA m,V1 - G2 DA m,V1 - G3 DA m,V1 - S01 CNG DA m,V1 - S02 CNG DA m,V1 - S03 CNG DA m,V1 - S04 CNG DA m,V1 - S05 CNG DA m,V1 - S06 CNG DA m,V1 - S07 CNG DA m,V1 - S08 CNG DA m,V1 - S09 CNG DA m,V1 - S10 CNG DA m,V1 - S11 CNG DA m,V1 - S12 CNG DA m
610.24,603.9,594.63,1093.78,1064.3,1041.08,1016.41,989.05,954.22,939.11,927.99,911.88,890.83,870.28,850.66
