S01 ClosureY m,S02 ClosureY m,S03 ClosureY m,S04 ClosureY m,S05 ClosureY m,S06 ClosureY m,S07 ClosureY m,S08 ClosureY m,S09 ClosureY m,S10 ClosureY m,S11 ClosureY m,S12 ClosureY m
2.64,2.16,1.05,-2.55,0.44,-2.96,2.54,0.8,0.55,0.24,-0.98,-1.47
