NB1TN1 Raw Average Tension kg,NB2TN1 Raw Average Tension kg,NB1TN2 Raw Average Tension kg,NB2TN2 Raw Average Tension kg,V1 CMG °
27071.7,25606.7,35877.5,38081.2,316.27
