S01 ClosureX m,S02 ClosureX m,S03 ClosureX m,S04 ClosureX m,S05 ClosureX m,S06 ClosureX m,S07 ClosureX m,S08 ClosureX m,S09 ClosureX m,S10 ClosureX m,S11 ClosureX m,S12 ClosureX m
74.54,25.53,120.68,49.49,59.51,37.59,16.67,6.67,13.99,-21.84,21.98,13.98
