G1 G1GD101 Depth m,G1 G1GD103 Depth m,G1 G1GD105 Depth m,G1 G1GD107 Depth m,G1 G1GD109 Depth m,G1 G1GD111 Depth m,G1 G1GD113 Depth m,G1 G1GD201 Depth m,G1 G1GD203 Depth m,G1 G1GD205 Depth m,G1 G1GD207 Depth m,G1 G1GD209 Depth m,G1 G1GD211 Depth m,G1 G1GD213 Depth m,G2 G2GD301 Depth m,G2 G2GD303 Depth m,G2 G2GD305 Depth m,G2 G2GD307 Depth m,G2 G2GD309 Depth m,G2 G2GD311 Depth m,G2 G2GD313 Depth m,G2 G2GD401 Depth m,G2 G2GD403 Depth m,G2 G2GD405 Depth m,G2 G2GD407 Depth m,G2 G2GD409 Depth m,G2 G2GD411 Depth m,G2 G2GD413 Depth m,G3 G3GD501 Depth m,G3 G3GD503 Depth m,G3 G3GD505 Depth m,G3 G3GD507 Depth m,G3 G3GD509 Depth m,G3 G3GD511 Depth m,G3 G3GD513 Depth m,G3 G3GD601 Depth m,G3 G3GD603 Depth m,G3 G3GD605 Depth m,G3 G3GD607 Depth m,G3 G3GD609 Depth m,G3 G3GD611 Depth m,G3 G3GD613 Depth m
7.08,7.33,7.3,7.18,7.25,7.12,7.11,7.24,7.34,7.3,7.05,7.19,7.19,7.0,7.11,7.24,7.13,7.13,7.02,7.01,6.94,7.0,6.99,7.16,6.97,6.9,6.97,7.08,7.29,7.15,7.2,7.11,7.2,6.96,6.86,7.04,7.22,7.24,7.12,7.1,6.97,7.02
