(G1S1 Position) - (G1S2 Position) m,(G2S1 Position) - (G2S2 Position) m,(G3S1 Position) - (G3S2 Position) m,(G1 Position) - (G2 Position) m,(G2 Position) - (G3 Position) m
10.97,10.62,10.62,49.72,50.42
