V1 - G1 DA m,V1 - G2 DA m,V1 - G3 DA m,V1 - S01 CNG DA m,V1 - S02 CNG DA m,V1 - S03 CNG DA m,V1 - S04 CNG DA m,V1 - S05 CNG DA m,V1 - S06 CNG DA m,V1 - S07 CNG DA m,V1 - S08 CNG DA m,V1 - S09 CNG DA m,V1 - S10 CNG DA m,V1 - S11 CNG DA m,V1 - S12 CNG DA m
611.07,605.68,597.66,1082.0,1057.4,1036.52,1013.91,989.11,955.03,942.64,936.64,924.51,907.24,890.52,877.13
