S01 ClosureY m,S02 ClosureY m,S03 ClosureY m,S04 ClosureY m,S05 ClosureY m,S06 ClosureY m,S07 ClosureY m,S08 ClosureY m,S09 ClosureY m,S10 ClosureY m,S11 ClosureY m,S12 ClosureY m
2.78,0.42,-0.03,-2.02,-1.75,-2.6,3.72,0.43,1.05,0.02,1.05,-0.15
